"Company Name",ISIN,"Target Qualification",SME?,"Business ambitions 1.5",Country,Region,Sector,Status,Date,"Date Explanation",Target,"Target Classification"
Hilton,US43300A2033,2°C,,,"United States of America (USA)","North America","Hotels, Restaurants and Leisure, and Tourism Services","Targets Set","2018-05-01 00:00:00",,"Global hotels and resorts brand Hilton commits to reduce Scope 1 and 2 GHG emissions 61% per square meter by 2030 from a 2008 base-year. Hilton also commits to work with its franchisees to reduce Scope 3 GHG emissions from Franchises 52% per square meter by 2030 from a 2008 base-year.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C."
"Hitachi, Ltd.",,1.5°C,,1,Japan,Asia,"Technology Hardware and Equipment","Targets Set","2020-12-10 00:00:00",,"Hitachi, Ltd. commits to reduce absolute scope 1 and 2 GHG emissions 100% by 2030 from a 2010 base year. Hitachi, Ltd. also commits to reduce absolute scope 3 GHG emissions 40% over the same time frame.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Hitachi Capital Corporation",JP3786600001,,,,Japan,Asia,"Banks, Diverse Financials, Insurance",Committed,"2019-07-01 00:00:00",,,
"Hitachi Construction Machinery Co. LTD",JP3787000003,2°C,,,Japan,Asia,"Electrical Equipment and Machinery","Targets Set","2019-05-01 00:00:00",,"Japanese construction equipment company Hitachi Construction Machinery commits to reduce absolute scope 1 and 2 GHG emissions 45% by 2030 from a 2010 base year. Hitachi Construction Machinery also commits to reduce absolute scope 3 GHG emissions from use of sold products 33% by 2030 from a 2010 base year.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C."
"HK Electric Investments (HKEI)",HK0000179108,2°C,,,"Hong Kong",Asia,"Electric Utilities and Independent Power Producers and Energy Traders (including fossil, alternative and nuclear energy)","Targets Set","2017-11-01 00:00:00",,"Hong Kong based electricity generation company, HK Electric commits to reduce its GHG emissions per KWh 30% derived from electricity production by 2022 from a 2005 base-year.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C."
"HL Display AB",,,,,Sweden,Europe,Retailing,Committed,"2020-04-01 00:00:00",,,
"HNI Corporation",US4042511000,1.5°C,,,"United States of America (USA)","North America","Consumer Durables, Household and Personal Products","Targets Set","2020-08-01 00:00:00",,"HNI Corporation commits to reduce absolute scope 1 and 2 GHG emissions 35% by 2025 from a 2018 base year.* HNI Corporation also commits to reduce scope 3 GHG emissions 40% per ton of goods sold by 2035 from a 2018 base year.*The target boundary includes biogenic emissions and removals from bioenergy feedstocks.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Holt, Renfrew & Co., Limited",,1.5°C,,,Canada,"North America",Retailing,"Targets Set","2021-06-01 00:00:00",,"Holt Renfrew commits to reduce absolute scope 1 and 2 GHG emissions 65% by 2030 from a 2019 base year. Holt Renfrew commits to reduce absolute scope 3 GHG emissions 28% by 2030 from a 2019 base year. Holt Renfrew also commits that 67% of its suppliers by spend from purchased goods and services and upstream and downstream transportation will have science-based targets by 2025.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Hong Kong Broadband Network Limited",KYG451581055,,,,"Hong Kong",Asia,"Telecommunication Services",Committed,"2019-03-01 00:00:00",,,
"Host Hotels & Resorts, Inc.",US44107P1049,1.5°C,,,"United States of America (USA)","North America","Real Estate","Targets Set","2020-05-01 00:00:00",,"Host Hotels & Resorts commits to reduce scope 1 and 2 GHG emissions 55% per square foot by 2025 from a 2008 base year.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"HP Inc",US40434L1052,1.5°C,,1,"United States of America (USA)","North America","Technology Hardware and Equipment","Targets Set","2017-07-01 00:00:00",,"American multinational information technology company HP Inc. commits to reduce scope 1 and 2 GHG emissions 60% by 2025, using a 2015 base year. HP Inc commits to reduce product use GHG emissions intensity (lifetime use emissions per unit shipped), including emissions resulting from both HP products' energy use and paper use, 30% by 2025 from a 2015 base year. This includes a commitment to reduce product use GHG emissions intensity for energy use 30% by 2025 from a 2015 base year. HP further commits to reduce the scope 3 emissions intensity from first-tier production and product transportation suppliers (emissions per million US$ revenue) 10% by 2025, using a 2015 base year.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"HSBC Holdings plc",GB0005405286,,,,"United Kingdom (UK)",Europe,"Banks, Diverse Financials, Insurance",Committed,"2016-06-01 00:00:00",,,
"HUBER SUHNER Group",CH0030380734,1.5°C,,,Switzerland,Europe,"Electrical Equipment and Machinery","Targets Set","2017-12-01 00:00:00",,"Global provider of components and system solutions for electrical and optical connectivity HUBER SUHNER Group commits to reduce scope 1 and 2 GHG emissions 50% per added value by 2025 from a 2015 base year. HUBER SUHNER Group also commits to reduce scope 3 GHG emissions per added value 30% by 2025 from a 2015 base year","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Hugo Boss AG",DE000A1PHFF7,1.5°C,,,Germany,Europe,"Textiles, Apparel, Footwear and Luxury Goods","Targets Set","2020-04-01 00:00:00",,"Hugo Boss AG commits to reduce absolute scope 1 and 2 GHG emissions 51% by 2030 from a 2018 base year. Hugo Boss AG also commits to reduce absolute scope 3 GHG emissions from purchased goods and services as well as upstream and downstream transportation 30% by 2030 from a 2018 base year.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
Huhtamaki,FI0009000459,,,,Finland,Europe,"Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",Committed,"2020-08-01 00:00:00",,,
Hulamin,ZAE000096210,"Well-below 2°C",,,"South Africa",Africa,"Mining - Iron, Aluminum, Other Metals","Targets Set","2020-06-01 00:00:00",,"Hulamin commits to reduce absolute scope 1 and scope 2 GHG emissions 30% by 2030 from a 2018 base year. Hulamin also commits to reduce scope 3 GHG emissions 24% per ton of aluminium produced by 2030 from a 2018 base year.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"Husqvarna AB",SE0001662230,1.5°C,,1,Sweden,Europe,"Consumer Durables, Household and Personal Products","Targets Set","2020-06-01 00:00:00",,"Husqvarna Group commits to reduce absolute scope 1, 2, and 3 GHG emissions 35% by 2025 from a 2015 base year","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Iberdrola SA",ES0144580Y14,1.5°C,,1,Spain,Europe,"Electric Utilities and Independent Power Producers and Energy Traders (including fossil, alternative and nuclear energy)","Targets Set","2020-12-03 00:00:00",,"Iberdrola commits to reduce absolute scope 1, 2 and 3 GHG emissions 43% by 2030 from a 2017 base year.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"IBERIA, LÃ­neas AÃ©reas de EspaÃ±a, S.A",,,,1,Spain,Europe,"Air Transportation - Airlines",Committed,"2019-11-01 00:00:00",,,
"ICA Gruppen",SE0000652216,"Well-below 2°C",,1,Sweden,Europe,"Food and Staples Retailing","Targets Set","2018-09-01 00:00:00",,"ICA Group commits to reduce scopes 1, 2 and 3 GHG emissions 70% per square meter by 2025 from a 2006 base-year. The target includes Scope 3 emissions from franchises, downstream transportation and business travel. ICA Group also commits that suppliers covering 70% scope 3 emissions will set science-based targets by 2025","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"Ideal Modular Homes",,,,,"United Kingdom (UK)",Europe,Homebuilding,Committed,"2019-12-01 00:00:00",,,
IKEA,,1.5°C,,1,Netherlands,Europe,Retailing,"Targets Set","2020-06-01 00:00:00",,"The IKEA home furnishing business commits to reduce absolute GHG emissions across the IKEA value chain (scope 1, 2 & 3) at least 15% by FY2030, from a FY2016 base year.Inter IKEA Group commits to reduce scope 1 and 2 GHG emissions 80% by FY2030, from a FY2016 base-year. For IKEA retail operations (scope 3), the franchisee Ingka Group commits to reduce absolute scope 1 and 2 GHG emissions 80% by FY2030, from FY2016. Inter IKEA Group also commits to reduce absolute scope 3 GHG emissions from production at direct home furnishing, food, component and catalogue suppliers 80% by FY2030, from a FY2016 base year. Inter IKEA Group and the franchisee Ingka Group commit to reduce scope 3 GHG emissions 50% per person for customer and co-worker travel and home deliveries by FY2030, from a FY2016 base year.Inter IKEA Group includes the IKEA franchisor, range development (including food), supply and some manufacturing activities.The target boundary includes biogenic emissions and removals from bioenergy feedstocks","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
Imerys,FR0000120859,2°C,,,France,Europe,"Construction Materials","Targets Set","2019-08-01 00:00:00",,"French multinational company IMERYS commits to reduce scope 1 and 2 GHG emissions 36% per million Euros of revenue by 2030 from a 2018 base year. IMERYS also commits that 71% of its suppliers by spend will have science-based targets by 2023.*A footnote will be included alongside the official target wording on the SBTi website: “The target boundary includes biogenic emissions and removals from bioenergy feedstocks.”","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C."
"Imperial Brands",,2°C,,,"United Kingdom (UK)",Europe,Tobacco,"Targets Set","2019-08-01 00:00:00",,"British multinational tobacco company Imperial Brands commits to reduce absolute scope 1 and 2 GHG emissions 25% by 2030 from a 2017 base year. Imperial Brands commits to reduce absolute scope 3 GHG emissions by 20% by 2030 from a 2017 base year. Imperial Brands also commits that 50% of its suppliers by spend covering purchased goods and services, will set science-based targets by 2023.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C."
Inditex,ES0148396007,1.5°C,,1,Spain,Europe,Retailing,"Targets Set","2020-08-01 00:00:00",,"Inditex commits to reduce absolute scope 1 and 2 GHG emissions 90% by 2030 from a 2018 base year. Inditex also commits to reduce absolute scope 3 GHG emissions 20% by 2030 from a 2018 base year.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
Indra,,1.5°C,,1,Spain,Europe,"Software and Services","Targets Set","2021-06-01 00:00:00",,"Indra commits to reduce absolute 1 and 2 GHG emissions 50% by 2030 and 100% by 2040 from a 2019 base year. Indra also commits to reduce absolute 3 GHG emissions from purchased goods and services, business travel and employee commuting 14% by 2030 and 50% by 2040 from a 2019 base year.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Informa plc",GB00BMJ6DW54,1.5°C,,1,"United Kingdom (UK)",Europe,"Professional Services","Targets Set","2019-07-01 00:00:00",,"Multinational events and publishing company Informa commits to reduce absolute Scope 1 and 2 GHG emissions 55% by 2030 from a 2017 base year. Informa commits to reduce absolute Scope 3 GHG emissions 20% by 2030 from a 2017 base year.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
